5,84.37,240
7,72,200
7,123.77,560
7,84.71,270
8,61.46,183
5,82,215
11,71.56,292
10,62.59,208
10,210.71,700
5,109.89,260
3,41.79,83
9,107.6,630
3,52.36,100
8,82.03,288
2,84.54,180
10,77.8,380
8,45.81,149
9,79.63,380
7,106.17,330
5,108.55,286
5,86.41,196
9,45.3,150
9,75.34,340
7,79.28,290
3,72.51,160
10,81.68,600
5,83.22,275
5,108,160
10,90.48,515
9,73.97,275
9,113,550
7,81.71,230
10,74,279
9,45.25,238
8,31.3,135
6,87.2,360
5,106,250
7,71.66,250
6,72,280
5,56,80
5,68.9,205
9,63.45,249
9,96.11,270
3,110.32,275
2,98.81,110
5,120.4,342
11,75.91,555
3,153.17,306
5,97.5,300
5,123,325
10,63.93,299
7,62.74,210
10,111,475
8,60.06,278
7,68,206
5,106.8,330
2,94.78,165
10,109,850
9,130,565
8,130.32,630
3,93.29,180
5,153,350
9,84,325
11,86,500
7,71.43,245
5,89,256
8,76.97,235
7,109.31,480
1,90.29,148
11,68.23,270
5,99.8,245
10,156.51,1200
11,72.46,350
9,77,305
11,39.11,148
5,94.63,248
5,111,265
7,57.03,128
3,108.29,255
3,80.14,162
10,76.27,360
5,108,375
7,68.63,215
8,54.18,205
6,103,345
10,93.83,559
10,100,438
1,160.35,176
7,70.88,280
5,77.82,185
9,117.59,420
5,97.25,322
7,50,140
7,57.31,173
1,82.97,220
10,102.63,680
5,87,325
7,88.48,258
8,57.16,170
8,48.28,150
5,105.46,382
7,82.14,339
7,75.91,320
3,91.15,185
10,98,880
9,96.04,420
5,103,330
6,90.99,215
10,85.87,535
2,54.69,88
9,78.42,335
10,102.95,620
9,91.68,550
10,98.57,445
7,74.84,318
11,96.5,675
3,86.05,200
3,106,165
1,99,138
7,97.22,263
6,56,155
10,71.94,330
2,66.36,110
3,168,350
1,75.64,98
10,113,650
7,76.35,325
5,86,285
1,150.89,242
6,80.57,160
7,47.15,140
8,391.27,2050
5,179.65,500
7,72,330
10,99.44,458
7,86.88,275
3,80.29,135
8,44.85,160
8,73.84,248
9,116.84,565
5,109,258
9,60.9,180
9,102.13,435
5,196.1,780
3,82.73,132
9,65.64,248
10,58,315
5,115.5,378
11,74.67,410
3,101.44,240
3,84.07,160
10,102,630
3,107.08,195
6,81.68,315
7,132.45,440
5,36.94,150
7,61.45,205
7,70.94,182
11,78.22,500
7,95.08,320
5,62.7,138
11,80,370
6,80.79,235
10,77.72,315
5,96.9,258
7,74,240
10,74.33,520
3,108,249
7,114.43,465
2,40.8,43
4,143.69,350
11,96.46,510
2,101.31,210
5,92.4,245
3,205.15,510
3,131.5,225
10,84.38,420
9,167.49,980
2,84.47,190
7,163.27,700
5,69.35,168
7,59.04,225
7,80.22,350
5,40.9,103
10,77,385
7,126.15,545
7,61.78,200
3,76.72,177
9,38,150
1,83.21,76
6,62,175
7,91.33,286
10,76.48,250
7,69,218
10,84.05,368
3,101.19,220
9,67.79,280
5,129.7,520
9,84.95,335
8,38.31,140
5,105.7,426
5,90.9,300
10,76.64,260
7,74,296
10,87.18,420
10,91,530
7,69.4,233
7,149.96,238
3,128,285
7,67.98,250
6,70.39,235
3,71.28,160
7,110,380
11,75,365
11,64.76,340
7,38,110
3,127.72,259
6,56.38,170
3,104.28,380
5,72.66,203
11,78,350
5,115.88,355
10,103.8,500
7,34.99,83
6,100.75,405
7,122,460
3,100.12,228
3,73.05,159
9,74.37,380
7,156.21,630
10,110,435
9,72.79,250
5,97.47,245
2,134.36,350
7,71,268
9,124,710
2,83.9,150
10,131.04,600
6,83.31,188
9,81.79,315
3,74.38,150
3,124,268
5,96.4,195
5,96.6,310
9,52.5,145
10,42,153
5,95.06,370
1,103.68,200
6,96,380
7,86.73,230
3,102.91,190
5,89.13,240
10,98.67,690
10,183.83,900
5,101,320
3,82.81,185
3,90.31,190
7,95,320
2,58.53,130
5,59,130
9,99.97,405
10,83.94,330
5,105,338
9,130,520
10,100.71,535
10,65.05,430
5,121.01,480
5,36.7,123
5,113,360
6,76,245
8,95.52,375
7,74,210
10,76.75,375
2,126.17,193
9,92.8,400
5,82.81,245
2,163,136
8,77.28,280
5,88.6,230
10,45.43,350
2,109.63,280
11,83.47,358
10,74.17,268
10,58.13,320
9,67.79,270
3,109.07,261
9,54.86,160
2,59.16,130
7,66.7,213
7,87.59,410
8,80,280
10,72.66,275
7,112,395
11,50.6,235
6,79.87,215
10,94.31,628
7,89.9,315
8,108.42,280
5,102,280
10,88.92,325
11,73.13,438
5,124.2,230
2,92.99,230
7,96.21,322
10,84,270
5,103.66,320
5,66,200
6,92.18,260
7,146.19,511
8,117,390
8,100.47,400
9,39.5,138
10,86.62,378
11,67.91,440
3,70.9,130
9,91.15,380
9,68.19,320
8,51.8,120
9,65.66,242
11,73.9,443
5,90.7,115
10,84.55,293
5,74.82,220
5,65.9,208
9,94.14,235
3,69.82,165
6,79.8,160
10,64.2,215
9,54.41,175
7,67.65,183
3,142.48,338
9,63.47,245
9,100.72,540
7,70.82,204
7,103.29,260
4,120.76,265
10,80.8,550
7,64.69,200
9,76.2,210
10,105,500
7,63.2,215
5,94.96,375
10,85.61,308
6,68,160
9,56.6,195
10,95.78,690
5,106.2,310
5,189,700
9,98.68,580
8,55.13,162
2,89.47,270
9,79.22,330
7,61.83,218
5,89.8,160
3,94.29,230
7,133.56,399
3,71.34,128
10,114.69,750
5,92.79,315
6,48.82,190
11,83.59,520
9,42,180
6,68.47,255
5,131,365
5,122.45,430
11,51,173
5,61,170
6,96.73,270
9,65.61,210
7,57.34,150
6,85,238
10,181.08,1300
7,56.07,165
7,55.9,170
9,38.34,125
9,91.43,225
5,70.7,180
10,89.96,390
9,72.91,360
7,69,215
10,68.28,205
8,79.6,205
10,63.79,295
9,86.39,355
9,138.63,930
5,60,128
10,124.37,785
9,73,365
11,120,650
8,95,380
7,75.1,435
1,101.64,148
10,57.84,230
7,96,328
5,129.9,270
3,104,195
5,124,285
7,71.93,162
2,97,115
5,32.09,117
10,93.84,370
5,72.3,194
7,32.64,110
7,101.87,500
9,48.17,145
7,62.82,138
7,72,275
10,62,290
3,140.48,245
7,75.05,270
3,125.66,238
3,41.6,98
8,93.05,385
5,101.4,345
5,74.3,170
8,88.74,410
11,112.09,360
5,108,360
10,170.42,980
7,79.45,233
5,97.4,243
11,70.6,470
5,224,560
5,95,250
5,84.79,350
7,69.86,233
1,128,188
7,89.28,125
3,86.23,190
6,98.6,348
3,86.71,201
9,148.61,666
7,79.23,370
2,132,157
7,111.22,500
9,88.17,380
2,143,200
10,86.45,800
6,92.87,253
6,64.95,220
5,91.6,202
3,93.84,192
10,64.12,215
7,99,455
10,89,325
5,76.1,180
8,83.48,320
9,80.17,275
7,45.5,140
9,56.5,198
10,74.2,330
8,86.98,409
11,60.02,140
5,92,233
7,72.49,185
9,27.36,128
7,70.55,275
8,72.5,210
5,100,295
7,61.97,225
5,88.39,328
5,124.2,310
3,79.25,143
10,67.8,220
5,87.87,249
6,88.11,278
10,128.43,980
9,79.6,380
7,65.41,220
3,79,190
1,92.72,186
2,170.61,233
6,114.54,250
3,115,210
5,105.4,270
5,95.3,300
8,67.34,280
6,76.8,175
7,99.53,320
5,88.9,205
9,62.18,233
3,87.55,160
7,81.69,306
7,60.5,172
10,48.21,190
7,103.49,430
3,75.25,185
11,115.2,650
3,94.82,235
3,92.69,218
10,166,1450
5,114.41,335
9,71.66,248
11,40,180
5,67,255
10,119.88,840
10,64.32,208
5,110.37,275
5,95,430
7,94,310
5,69.08,190
8,102.46,365
7,25.86,55
10,91.13,560
9,83.47,460
3,153,360
5,95.92,320
7,65.73,228
3,81,168
5,132,800
9,55.55,180
7,85.71,255
9,115,668
11,83.92,710
5,92.2,180
8,39.95,135
7,102.59,230
8,185.3,850
11,53.72,240
3,110,252
6,74.7,280
5,96,350
9,64.98,270
5,83.6,245
3,94.43,217
5,90.9,270
7,65.13,300
1,108.77,248
6,124,420
10,84,278
3,109.18,240
5,140,400
2,99.26,305
6,91.1,282
3,96.82,186
7,95,350
9,51.69,168
2,84.12,124
7,73,200
8,92,320
7,52.28,155
9,63.81,215
7,111.7,650
3,90.21,210
7,79.32,300
7,87,265
10,64.7,205
3,168.56,370
7,92.28,200
5,505.95,2600
1,76.63,135
10,115.57,590
4,112.31,280
5,97,460
5,70,138
8,91.55,360
8,95.53,250
7,63,160
7,58.91,110
9,109.67,650
7,116.81,270
5,92.2,238
9,90.8,395
5,98.46,258
10,96.36,450
1,81.2,115
7,105.32,348
10,158.57,948
8,72.41,180
7,132,263
5,90.04,305
11,75,480
6,97.82,260
5,75.07,300
9,26.46,108
3,75,155
10,112.33,830
3,109.43,145
3,98.05,220
11,75.02,500
7,160,320
9,56.7,165
5,81.08,275
10,88.37,283
10,94.48,650
11,90.02,295
9,77.09,319
11,58,245
11,73,370
5,93.11,332
2,82,59
8,54,226
5,126,385
5,125.44,358
5,99.43,385
3,82.79,200
9,69.29,380
7,74.61,270
3,75.68,185
10,80.28,345
7,123.64,600
5,87.1,165
5,216,800
5,87,222
7,87,391
7,126.96,510
7,48.29,160
5,119,350
7,64.48,212
7,97,330
9,210,1250
7,112.34,483
9,45.42,180
7,85.7,385
11,52.74,320
2,119.77,200
10,136,610
7,54.5,148
7,64.7,213
9,96.32,380
2,219.59,280
9,80.17,265
5,88,260
3,176.04,240
5,66,210
7,59,200
2,99.57,145
7,65.96,225
5,95.22,250
10,109.01,560
8,69.98,239
9,65.92,240
10,70.98,240
5,179.3,510
10,110,570
5,105.2,350
7,74.77,240
10,25.18,126
3,107.12,175
4,140.27,375
8,66.37,325
9,54.6,135
3,57.89,120
3,64.72,162
3,57.29,120
1,135.54,185
7,78.59,365
3,55.1,96
7,71.17,240
3,70.06,183
6,77.5,310
10,70.57,375
10,117.05,850
3,100.69,251
11,84,620
9,63.73,190
7,75.24,250
5,73.8,147
7,125.75,255
7,62.79,158
8,60.46,230
5,124.17,298
5,59.5,185
1,97.44,85
7,126.64,530
7,70,178
10,58,248
6,88.92,285
5,91.7,250
11,76,330
10,75.6,320
9,123.18,550
7,78.42,245
5,124.1,288
5,93.8,193
9,105.14,470
9,62.59,260
5,64.36,128
10,61.05,190
8,31.86,158
11,39.22,200
10,237,1770
6,82,310
10,40.6,190
9,71.75,238
5,148,545
4,125,258
5,90.36,230
7,66.29,220
2,119.59,230
5,124.98,240
9,79.86,365
5,114.41,320
9,60.55,198
3,111.16,273
6,96.11,300
9,68.84,238
9,52.87,210
5,90.99,258
10,132.97,870
5,98,250
2,105.28,192
8,85.61,380
6,159.55,530
7,74.91,230
6,92.99,282
8,94.23,235
10,91.72,600
10,72.16,370
5,66.19,165
5,79.2,198
2,74.4,145
7,69,280
8,70.53,203
8,51.29,163
6,70,251
5,146.46,560
5,60.7,158
7,59.9,164
9,70.69,340
6,107.88,370
10,142.67,1200
10,102.16,437
5,93.7,218
5,88,290
3,96.22,205
10,102.01,560
10,86,430
8,61.67,155
7,103.99,255
5,303,1450
5,89.2,160
5,59.5,125
6,86.54,300
5,114.7,280
10,73.1,230
11,79,450
7,44.67,95
6,93.2,260
1,191.55,350
5,79.08,230
9,86.82,390
5,52.4,138
10,148,500
6,84.12,320
1,75.76,105
3,150.87,348
6,97.51,410
11,82.67,230
7,77.88,225
8,59.36,205
9,133.38,535
8,114.74,425
6,97,390
11,73.76,240
9,125.25,688
9,64.23,178
9,72.66,248
6,85.07,305
5,81.48,205
10,92.99,330
3,71.08,160
7,127,490
10,88.37,288
3,88,220
3,60.93,120
1,56.86,53
10,99.61,360
8,91.97,425
10,81.12,530
3,125.9,120
10,121.62,698
5,60,122
10,131.43,460
7,93.45,420
3,90.21,210
3,119.6,259
7,94.75,290
6,96.68,320
11,116,600
2,92.4,180
5,347.17,1250
7,69,210
5,96.15,200
10,79.39,320
10,74.02,345
3,47,112
11,26.34,60
3,90.19,195
5,116.45,312
7,77.21,259
5,286,1000
3,86.26,225
7,86.73,220
9,62.35,228
7,72.17,255
5,80.7,166
7,34.3,115
5,95.3,160
2,171,150
9,109.28,660
9,62.15,165
2,104.86,260
7,83.77,215
7,118.86,398
5,84.3,225
9,63.5,220
7,64.64,160
5,59.59,183
8,64.44,170
7,79.58,250
10,307.31,1280
5,70.7,145
7,96.21,318
11,61.68,265
10,72.8,375
3,77.13,155
8,81,410
9,84.63,550
1,122.94,180
7,70,190
10,94.31,630
11,95.35,400
7,56.69,250
10,90.15,298
8,61.72,210
5,72,210
2,84,60
6,50,170
11,169.1,730
5,59.71,178
2,93,192
3,82.22,156
5,80.1,145
7,36.89,139
3,123.63,275
10,80.24,260
5,101.86,390
2,98.74,230
6,42.88,120
6,45.52,105
5,90,350
9,61.9,280
11,81.3,190
5,98.07,370
3,32.66,53
11,54.46,190
9,81.95,300
7,80.17,210
5,144.06,250
9,105,610
11,117.58,528
2,102.64,220
7,89.57,280
6,91.7,370
7,91.23,380
7,82.78,280
3,93,250
5,115.91,425
8,94.04,375
5,68.9,145
3,111.18,230
5,258,430
6,92.27,265
4,78.48,159
4,108.17,220
7,52.58,150
5,70.02,173
7,65.75,213
3,143.47,310
3,92.42,220
5,78.5,185
5,140.9,428
7,75,260
7,75.9,250
5,82.27,230
7,77.36,268
10,93,325
9,133,790
10,114,740
9,77.79,210
5,89.91,168
5,108,250
9,57.23,195
5,87.75,285
3,79.16,182
10,97.75,420
7,96.96,400
6,74.81,200
7,39.7,125
5,95,445
3,106.61,240
11,120.24,650
6,88.08,300
5,218.9,475
8,52,210
7,44.13,115
11,58.49,285
6,95,250
5,123,385
9,40.36,210
9,102.31,465
5,113,430
5,62,125
7,231.53,736
10,82,560
9,80.66,350
8,74.06,330
1,94.08,123
10,101,500
5,78,220
10,103.58,628
5,240,830
3,356.94,800
5,66.66,195
7,46.44,122
5,75.6,122
7,193.56,864
7,74.53,318
7,79.87,300
1,99.91,138
5,105.28,160
7,94.55,435
7,39,185
10,90.24,328
6,75.59,220
3,123.78,283
9,73.94,245
3,120.79,122
10,75.28,350
7,68.69,165
2,100.44,158
11,54.03,235
1,118.1,177
10,85.37,360
8,136,560
5,146.47,478
9,63.75,360
7,73.59,220
1,63.33,65
7,82.58,230
3,199,380
5,91,220
5,81,170
10,96.25,300
10,91.81,250
9,81.22,285
5,75.62,235
7,94.03,310
5,79.2,272
7,127.86,590
6,73,280
5,67,175
9,45.45,138
8,40.62,105
2,80.58,123
7,127.52,384
3,101,122
6,93.48,168
7,65,260
7,92.97,385
5,65.1,193
7,53.5,189.8
5,104,305
5,83.7,175
5,78,290
5,109,285
7,92.97,310
3,125.44,240
8,35.04,120
10,192.04,1400
10,91,489
5,101.73,255
2,97.17,156
1,88.28,160
11,100.08,450
5,66,168
9,44.11,166
10,124.7,615
11,91.88,790
5,112.73,300
10,86.38,530
10,61.96,190
6,76.93,260
1,88.57,150
3,78.55,200
10,104.35,520
2,97.57,165
9,34.52,158
9,68.48,210
11,51.11,275
7,62.55,140
5,113,210
9,108,375
9,53.42,182
8,82.25,350
7,101.39,465
1,83.97,105
9,45.01,115
9,69.94,325
11,77.19,430
3,35.61,95
10,90.22,308
7,152.7,690
7,64.08,233
3,107.33,170
10,80.7,336
10,118.52,850
7,53.83,275
3,97,220
10,98.1,540
10,161,880
5,103.25,235
10,44.63,180
5,101.2,207
6,76.93,260
8,88.26,399
3,85.74,195
9,33.32,90
5,95.32,315
7,83.32,225
7,135.01,788
10,80.87,328
7,75.43,245
8,51.7,165
9,124.81,570
10,94,450
5,86.68,348
7,83.84,355
7,79.1,193
10,58,205
5,164,580
2,93.8,290
3,87.75,152
3,88.79,220
7,163.51,899
5,91.2,315
5,143.2,620
7,83,236
5,96.3,238
3,86.76,205
2,113.73,165
5,125,430
9,65,255
7,62.55,165
9,40.31,130
11,93,530
6,68,220
5,67.8,148
7,81.41,290
9,107.42,560
11,123.93,950
3,74,140
8,42.32,185
11,52.2,220
7,69.72,185
10,80,500
7,44.33,125
9,60,240
5,96.3,280
10,110.19,480
7,71.73,200
5,66,160
10,26.29,215
9,53.36,155
9,63.61,225
2,85.23,150
11,109.64,740
7,96.52,360
1,98.45,158
5,75,178
3,110.58,185
5,107,320
5,95.27,183
9,65.22,245
9,57.25,175
6,62.31,185
6,88.06,315
6,65.95,220
5,68,190
5,134.3,198
7,69.58,198
8,64,230
9,94.11,350
9,83.91,238
9,82.32,358
2,92,138
10,25,85
7,100.05,235
5,77,245
9,125.67,660
11,158.23,1250
5,139.2,630
11,117.2,890
8,70.53,210
1,147.81,275
9,81.81,286.4
9,70,278
7,56.03,210
10,166,870
2,118.8,248
3,107.26,180
5,70.3,180
7,103.72,490
7,70.2,210
7,60.39,160
7,69.24,273
1,90.8,150
8,103.56,460
9,83,400
3,96.53,163
10,87,450
9,58.04,268
7,75.05,255
10,62.33,220
9,94.14,560
5,122,420
9,84.44,268
9,74.74,308
9,80.82,370
9,28.4,130
10,90.26,628
10,40.1,260
10,105.98,510
5,72.3,135
7,75.3,220
7,63.84,200
3,86.3,168
5,127,410
7,130.22,435
5,161.3,550
7,38,123
11,54.68,268
6,61.39,230
7,87,300
5,105.9,328
7,126.03,345
6,103.9,340
6,117.39,380
1,124.91,155
5,70.13,200
3,89.93,190
5,128.01,465
1,90.29,150
6,68,245
5,110.77,368
9,56,190
7,104,280
10,79.91,356
5,87.8,240
9,76.79,238
8,97.16,480
5,115.6,300
5,72.7,215
3,134.71,285
5,119,390
5,95.9,190
3,90.32,200
9,125.99,700
11,67.17,260
3,92.2,175
10,69.13,238
5,96.69,340
2,103.97,108
5,124.86,505
5,84.47,230
9,87.52,520
11,43.57,300
7,80,280
5,116.1,418
5,86.25,300
5,90.1,345
8,59.56,145
9,66.15,258
7,82.6,342.5
8,76.02,295
5,82.3,235
3,130.07,325
9,78,319
2,92.49,142
5,91.11,270
10,130,1300
3,141,183
10,232.61,2004
8,105.05,405
7,60,290
7,91.12,405
3,142.17,313
8,72.81,215
4,177.15,355
5,103.9,175
7,97,190
11,78.45,380
11,48,170
10,125.33,1103
7,31,80
2,101.99,165
11,85.49,460
5,65.53,224
5,81.7,225
8,107.27,488
3,78.85,185
7,88.09,300
3,125,300
5,102.99,226
5,146.92,200
9,56.9,186
1,122.94,180
9,76.46,250
5,147.9,680
5,70,140
2,101.25,205
6,76.6,200
7,70.03,187
11,39.01,295
5,103.7,170
5,102.8,300
9,130.47,500
7,89.73,430
7,73.84,210
8,75.1,230
5,88.8,270
8,85.61,480
10,151.24,1361
7,126,600
3,136.93,300
8,62.07,270
5,89,215
2,45.25,62
7,73.4,205
5,69.3,155
9,20.32,85
7,88.46,220
7,81.88,270
3,80.46,220
8,67.29,316
7,143.55,550
5,100,275
5,95,313.5
3,85.3,155
7,75.76,280
2,114.62,242
8,44.71,163
10,94.66,680
8,35.4,135
2,83.61,125
10,87.88,470
10,60.31,280
10,86.8,405
7,37.73,132
3,188.21,480
10,80.5,363
11,66,420
9,66.97,336
7,66.08,230
11,98.78,550
5,128.33,330
5,66.2,223
7,75.58,330
11,70.86,520
7,76.23,180
9,107.15,270
11,70.7,390
8,89.52,345
5,133.8,385
7,70.2,230
7,75.34,210
11,107,760
2,265.75,230
10,107.66,370
5,102.23,340
6,106.08,235
5,81.6,243
5,109.3,278
5,83.18,240
5,90.7,225
5,138,524
3,110.97,247
7,37.7,105
7,77.27,410
7,105.37,250
11,89.49,435
9,68.14,265
7,92.34,330
9,70,425
6,93.2,260
9,70,268
3,74.3,156
6,75.66,248
10,108,630
5,116.42,300
2,130.35,170
11,62.29,180
10,110.65,520
5,90.94,255
2,150.76,255
10,85.78,330
10,132.1,750
9,148.43,850
6,96.37,235
7,68.07,183
5,125,486
10,60.32,340
7,143.14,560
10,70.37,350
9,52.76,188
8,85.33,220
7,95.66,278
8,111.78,530
10,88,410
10,76.2,553
11,35.68,215
3,95.51,138
7,81.57,150
3,211.47,520
10,79.25,565
10,121.64,730
5,90.99,232
3,117.29,129
10,65,290
3,64.46,150
5,82,155
5,110.2,240
1,189.17,248
7,88.23,260
9,36.02,120
7,61.87,250
3,118.21,240
5,74.8,178
9,130.29,795
11,82.61,415
5,64.2,172
9,51.86,217
5,93.48,195
3,109.14,240
3,125.85,260
7,67.26,220
5,50,150
10,68.77,295
9,75.39,295
7,269.47,850
5,77,260
10,52.72,200
5,98,285
3,94.36,240
6,77,225
6,26.78,120
9,95.06,395
7,126.44,500
3,83,155
5,86.27,310
3,127.22,275
9,69.99,175
3,207.27,230
